formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom)
LaGa3Pt,5,La1 Ga3 Pt1,6.099497298,6.099497298,6.099497298,138.6468173,138.6468173,59.91379808,tet,I-4m2,0.0,-4.766798436,-0.748512738,0.0,9.198926232,0.0,False,98.04794995
LaGaS3,60,La1 Ga1 S3,10.57888155,10.38992345,12.88081913,81.2740084,90.0,90.0,mono,P2_1/c,0.0,-14.74263942,-1.68412874,0.0,4.340496067,2.2366,True,1399.391975
LaGe3Ir,5,La1 Ge3 Ir1,4.447233155,4.447233477,5.950567292,111.9428407,111.9428412,90.00000202,tet,I4mm,0.000227,-6.257177966,-0.728472996,0.0,9.124986628,0.0,False,99.91318429
LaGe3Os,5,La1 Ge3 Os1,5.984121876,5.984121876,5.984121876,136.3558094,136.3558094,63.43072536,tet,I4mm,2e-07,-6.530957878,-0.524466258,0.0,9.015968972,0.0,False,100.7553356
LaGe3Rh,5,La1 Ge3 Rh1,4.432189988,4.432189992,5.942181117,111.8725895,111.8725906,89.99589559,tet,I4mm,2.8e-06,-5.995537766,-0.761658058,0.0,7.694293352,0.0,False,99.21654932
LaGe3Ru,5,La1 Ge3 Ru1,5.962249337,5.962249337,5.962249337,136.3116692,136.3116692,63.49885603,tet,I4mm,0.0001423,-6.249980606,-0.634081964,0.0,7.61803307,0.0,False,99.80966339
LaHoS3,40,La1 Ho1 S3,4.01058461,11.10123958,21.67602939,101.3099937,90.0,90.0,mono,P2_1/m,0.0,-19.80766109,-2.461436819,0.0,5.615525156,0.7588,True,946.3289522
LaLuS3,20,La1 Lu1 S3,6.70515075,7.33021724,9.86327545,90.0,90.0,90.0,ortho,Pnma,0.0,-20.84749452,-2.461562992,0.0,5.61846725,2.2322,True,484.7820757
LaMnN3,10,La1 Mn1 N3,5.907698464,5.907698464,7.03046776,61.8186417,61.8186417,41.23690212,mono,C2/m,3.9420251,-15.20499645,-0.842123075,0.0,5.609525084,0.0,False,139.6413212
LaMoN3,20,La1 Mo1 N3,7.386663758,7.386663758,6.302621913,77.01613387,77.01613387,85.99538973,mono,C2/c,0.0,-9.272825628,-1.113527538,0.0,5.63308226,2.0751,False,326.4614816
LaNi3B,10,La1 Ni3 B1,5.955957335,5.955957335,5.955957335,131.3224446,107.0304009,92.68385703,ortho,Imma,1e-07,-6.232825501,-0.441663718,0.0,7.567848904,0.0,False,142.9727536
LaNiGe3,5,La1 Ni1 Ge3,4.402065012,4.402063042,5.756151097,112.5015174,112.5016305,89.95103547,tet,I4mm,2.05e-05,-5.545262144,-0.628216674,0.0,7.355085743,0.0,False,93.81064215
LaNiO3,10,La1 Ni1 O3,5.381489902,5.381490106,5.381483561,60.90056947,60.90059495,60.90047373,trig,R-3c,1.999905,-7.58371008,-2.47170472,0.0,7.254091285,0.0,False,112.4395912
LaNiSb3,40,La1 Ni1 Sb3,6.26613721,12.23154896,13.01603827,90.00099244,90.00034331,89.99935684,ortho,Pbcm,0.000139,-5.385068835,-0.764439334,0.0,7.495383444,0.0,False,997.6085791
LaOsN3,10,La1 Os1 N3,3.6794681,5.6701609,6.71104745,90.00002693,90.00001056,89.99999994,ortho,Pmma,0.0,-8.8480047,-0.612363146,0.0,8.803681884,0.0,False,140.0137651
LaPdO3,20,La1 Pd1 O3,5.619867201,5.91080386,7.823997522,90.00083176,90.00225173,89.99945815,ortho,Pnma,0.019214,-7.354187217,-2.362232831,0.0,7.496436967,0.0,False,259.8970232
LaReN3,10,La1 Re1 N3,5.577261499,5.577261499,5.577261327,60.28365003,60.28365003,60.28363382,trig,R-3c,0.0124826,-22.83747358,-0.929144193,0.0,9.87586229,0.0,False,123.4602017
LaRhO3,20,La1 Rh1 O3,5.50481427,5.76156261,7.90193892,90.0,90.0,90.0,ortho,Pnma,0.0,-7.973849524,-2.545009926,0.0,7.680766937,0.594,False,250.6205188
LaSb3Pd,40,La1 Sb3 Pd1,6.41118279,12.55580916,13.13921043,90.00098618,89.99925372,90.0003308,ortho,Pbcm,1e-07,-26.78566516,-0.820828957,0.0,7.66915723,0.0,False,1057.674742
LaScO3,20,La1 Sc1 O3,5.68506091,5.80353077,8.10225831,90.0,90.0,90.0,ortho,Pnma,0.0,-9.173035223,-3.950563378,0.0,5.761036662,3.8973,True,267.3212593
LaScS3,20,La1 Sc1 S3,6.58114518,7.21722551,9.64897414,90.0,90.0,90.0,ortho,Pnma,0.0,-15.42371525,-2.374062289,0.0,4.058837585,1.6446,True,458.3031998
LaSi3Ir,5,La1 Si3 Ir1,4.287820485,4.287820148,5.794099692,111.7166125,111.7166039,90.00000711,tet,I4mm,1e-06,-6.87115201,-0.861072935,0.0,7.598248318,0.0,False,90.77789752
LaSi3Os,5,La1 Si3 Os1,5.838141198,5.838141198,5.838141198,136.9314778,136.9314778,62.5434963,tet,I4mm,2.2e-06,-7.141586012,-0.653720287,0.0,7.489241424,0.0,False,91.65861763
LaSi3Rh,5,La1 Si3 Rh1,5.784972992,5.784972992,5.784972992,136.6875476,136.6875476,62.91914798,tet,I4mm,2e-06,-6.555242764,-0.839988951,0.0,6.018660122,0.0,False,89.96151325
LaSi3Ru,5,La1 Si3 Ru1,5.824062573,5.824062573,5.824062573,137.0380075,137.0380075,62.37957667,tet,I4mm,3.49e-05,-6.775009486,-0.677736739,0.0,5.939497871,0.0,False,90.64736861
LaSiP3,40,La1 Si1 P3,5.78309152,5.98363527,25.53921043,90.0,90.0,90.0,ortho,Pna2_1,0.0,-13.9667972,-0.861842453,0.0,3.906908122,0.5185,False,883.7565491
LaSiPt3,5,La1 Si1 Pt3,4.14265914,4.14265914,5.45411186,90.0,90.0,90.0,tet,P4mm,1e-07,-39.79285996,-1.19652086,0.0,13.34519097,0.0,False,93.60142109
LaSn3Ru,40,La1 Sn3 Ru1,9.82742301,9.82745436,9.8274554,90.00003253,90.00005329,90.00001545,cubic,Pm-3n,1.265403,-5.779009333,-0.531184291,0.0,8.343349266,0.0,False,949.1214036
LaTcN3,20,La1 Tc1 N3,7.387449346,7.387449346,6.192098754,77.48969471,77.48969471,87.60435925,mono,C2/c,6.6e-06,-17.45814683,-0.839007972,0.0,5.752391127,0.0,False,322.0690634
LaTiGe3,10,La1 Ti1 Ge3,6.29781764,6.297816134,5.93978851,90.0,90.0,120.0000026,hex_,P6_3/mmc,1.43e-05,-17.63942721,-0.779733219,0.0,6.587529244,0.0,False,204.0241892
LaTmS3,40,La1 Tm1 S3,3.9932477,11.05744785,21.55754485,78.6886192,90.0,90.0,mono,P2_1/m,0.0,-20.25269934,-2.458534196,0.0,5.750374711,0.7541,True,933.3866458
LaVGe3,10,La1 V1 Ge3,6.260616776,6.260616776,5.67791287,90.0,90.0,120.0000025,hex_,P6_3/mmc,0.0003544,-6.150116698,-0.57231735,0.0,7.026475743,0.0,False,192.7318925
LaVO3,20,La1 V1 O3,5.62405784,7.706708683,5.571443663,90.01129201,90.00250722,89.83997778,ortho,Pnma,0.0002747,-9.052061689,-3.279302451,0.0,6.542122369,0.0,False,241.4819988
LaWN3,10,La1 W1 N3,5.685491361,5.685491361,5.685491077,60.01458804,60.01458804,60.0145853,trig,R3c,0.0,-22.94404896,-1.244283644,0.0,9.31880757,1.2096,False,129.9967779
LaYS3,40,La1 Y1 S3,4.02574354,11.13395924,21.76026455,78.71040024,90.0,90.0,mono,P2_1/m,0.0,-17.29553384,-2.46285816,0.0,4.500062414,0.7898,True,956.4758934
LiAsO3,10,Li1 As1 O3,5.462122369,5.462123678,5.462122762,52.3011792,52.30117693,52.3011727,trig,R-3,0.0,-6.269220309,-1.984634626,0.0,4.569008445,3.3858,False,94.39200397
LiBPt3,15,Li1 B1 Pt3,9.28120286,9.281202267,2.77546394,90.0,90.0,120.0000021,hex_,P-62m,0.0,-33.40461835,-0.565376087,0.0,14.50827674,0.0,False,207.0497518
LiBiO3,40,Li1 Bi1 O3,4.94691395,8.88109117,10.77666513,90.0,90.0,90.0,ortho,Pccn,0.0,-5.763866972,-1.635298933,0.0,7.40501012,0.1443,False,473.461939
LiEuH3,5,Li1 Eu1 H3,3.71667895,3.71671165,3.71667895,90.0,90.0,90.0,cubic,Pm-3m,7.0000002,-10.87741794,-0.622832676,0.0,5.237261797,0.0,False,51.3415487
LiGaBr3,20,Li1 Ga1 Br3,6.590375716,7.98662599,10.43678705,90.0,90.0,93.48762418,mono,P2_1/m,0.0,-3.389012248,-1.41944055,0.0,3.832457538,2.9955,False,548.3214908
LiGaCl3,40,Li1 Ga1 Cl3,6.1298285,9.67455319,15.08643494,90.0,90.0,90.0,ortho,Pnma,0.0,-7.96632655,-1.508966739,0.0,2.717558422,3.7633,False,894.6761597
LiGaI3,20,Li1 Ga1 I3,11.46892782,7.205198266,8.49154513,87.90341096,90.0,90.0,mono,P2_1/m,0.0,-2.908582622,-1.006771275,0.0,4.332306236,2.2732,False,701.2367235
LiIO3,40,Li1 I1 O3,9.57814654,9.57814654,6.18228917,90.0,90.0,90.0,tet,P4_2/n,0.0,-5.041275569,-1.385911869,0.0,4.259170276,3.7886,False,567.1687178
LiNO3,10,Li1 N1 O3,5.6282987,5.628299005,5.628298959,48.85424376,48.85424111,48.8542476,trig,R-3c,0.0,-6.404979224,-1.386762499,0.0,2.467377583,2.9369,False,92.80084349
LiNbO3,40,Li1 Nb1 O3,5.15394329,5.531529306,17.21247029,87.57036457,98.63069517,117.7709908,trig,R3c,0.0,-8.270339836,-2.899517652,0.0,4.577485852,3.3358,False,429.062362
LiOsO3,10,Li1 Os1 O3,5.319329869,5.319329875,5.319329714,56.77908426,56.77908419,56.77908807,trig,R3c,2.29e-05,-7.340590436,-1.744555774,0.0,8.264968193,0.0,False,98.51533001
LiPO3,60,Li1 P1 O3,5.30601022,7.947867306,16.90987642,90.0,90.0,99.64294315,mono,P2_1/c,0.0,-7.136383175,-2.702727293,0.0,2.435061438,5.722,False,703.0385066
LiPaO3,5,Li1 Pa1 O3,4.31820142,4.31820142,4.31820142,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.598911058,-3.339490446,0.0,5.897508832,3.1954,False,80.52091246
LiSbO3,20,Li1 Sb1 O3,4.87993988,5.19125198,8.50669695,90.0,90.0,90.0,ortho,Pnna,0.0,-6.294555521,-2.118194097,0.0,5.446231896,2.1379,True,215.5001331
LiTaO3,10,Li1 Ta1 O3,5.476847657,5.476847759,5.476847362,55.89940507,55.89940795,55.89941377,trig,R3c,0.0,-8.849305455,-3.12535877,0.0,7.452082825,3.7003,False,105.1248948
LiUO3,10,Li1 U1 O3,5.88592778,5.885927428,5.885927844,54.84616027,54.8461627,54.84616886,trig,R3c,1.9999999,-8.957352079,-3.348508901,0.0,7.667992251,0.4431,False,126.8871892
LiVO3,20,Li1 V1 O3,6.607989539,6.607989539,5.834650408,73.39932612,73.39932612,78.11142436,mono,C2/c,0.0,-7.595299084,-2.427956694,0.0,3.033697701,3.0342,False,231.8214352
Lu3AlC,5,Lu3 Al1 C1,4.71874906,4.71875517,4.71874906,90.0,90.0,90.0,cubic,Pm-3m,9e-07,-5.789421248,-0.481560512,0.0,8.911786528,0.0,False,105.0705994
Lu3AlN,5,Lu3 Al1 N1,4.60314447,4.60314447,4.60314447,90.0,90.0,90.0,cubic,Pm-3m,6.5e-05,-27.1513254,-1.131227488,0.0,9.63422348,0.0,False,97.53574744
Lu3GaC,5,Lu3 Ga1 C1,4.68574539,4.68574539,4.68574539,90.0,90.0,90.0,cubic,Pm-3m,5e-07,-5.709742796,-0.545378021,0.0,9.791298401,0.0,False,102.8812091
Lu3InC,5,Lu3 In1 C1,4.75349159,4.75349159,4.75349159,90.0,90.0,90.0,cubic,Pm-3m,9.5e-06,-5.68388206,-0.573301741,0.0,10.07577407,0.0,False,107.4083858
Lu3InN,5,Lu3 In1 N1,4.64826427,4.64826427,4.64826427,90.0,90.0,90.0,cubic,Pm-3m,0.0001833,-30.40819764,-1.218801316,0.0,10.80866913,0.0,False,100.4320746
Lu3PbC,5,Lu3 Pb1 C1,4.75169539,4.75169539,4.75169539,90.0,90.0,90.0,cubic,Pm-3m,6.98e-05,-5.868060386,-0.566785402,0.0,11.51705535,0.0,False,107.2866727
Lu3SnC,5,Lu3 Sn1 C1,4.72821961,4.72821961,4.72821961,90.0,90.0,90.0,cubic,Pm-3m,0.0001188,-6.029774586,-0.669114644,0.0,10.29934242,0.0,False,105.7043645
Lu3TlC,5,Lu3 Tl1 C1,4.74607332,4.74607332,4.74607332,90.0,90.0,90.0,cubic,Pm-3m,4.2e-06,-5.558271936,-0.525231942,0.0,11.51428139,0.0,False,106.9063075
LuBO3,10,Lu1 B1 O3,6.032451833,6.032452339,6.032452289,47.71010856,47.71011237,47.71010333,trig,R-3c,0.0,-8.778143964,-3.569151516,0.0,7.059129508,5.3023,False,109.9836779
LuBRh3,5,Lu1 B1 Rh3,4.13754512,4.13753698,4.13750443,90.0,90.0,90.0,cubic,Pm-3m,0.0386781,-24.45507914,-0.888095088,0.0,11.59277642,0.0,False,70.83095592
LuCrO3,20,Lu1 Cr1 O3,5.13477912,5.48498586,7.45708665,90.0,90.0,90.0,ortho,Pnma,11.9999995,-9.05739714,-3.253673552,0.0,8.695893112,2.5313,False,210.0228117
LuGaO3,30,Lu1 Ga1 O3,5.902617442,5.902615852,11.57413725,89.99999338,89.99995016,119.9993873,hex_,P6_3cm,0.0,-7.698665589,-3.219932291,0.0,8.350153593,2.8917,False,349.2296411
LuMnO3,30,Lu1 Mn1 O3,6.005675697,6.005585934,11.31237259,89.99930347,90.00043619,120.0011963,hex_,P6_3cm,23.9999987,-8.81592365,-3.110406498,0.0,7.836057358,0.0,False,353.3428922
LuRh3C,5,Lu1 Rh3 C1,4.11552588,4.11552588,4.11552588,90.0,90.0,90.0,cubic,Pm-3m,1.38e-05,-7.720696492,-0.552041181,0.0,11.80828764,0.0,False,69.70693882
LuRhO3,20,Lu1 Rh1 O3,5.15042715,5.66071551,7.48237152,90.0,90.0,90.0,ortho,Pnma,0.0,-7.958022457,-2.612046789,0.0,9.922030465,1.0887,True,218.1493112
LuRu3C,5,Lu1 Ru3 C1,4.1024656,4.10244827,4.10244827,90.0,90.0,90.0,cubic,Pm-3m,3.12e-05,-8.594351208,-0.279639095,0.0,11.78909132,0.0,False,69.04483166
Mg3AsN,5,Mg3 As1 N1,4.20628578,4.20628578,4.20628578,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.16520575,-0.896367267,0.0,3.611166352,2.2818,False,74.42114156
Mg3SbN,5,Mg3 Sb1 N1,4.34531858,4.34531858,4.34531858,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.17767412,-0.705936314,0.0,4.223462046,1.6234,False,82.04740839
MgCO3,10,Mg1 C1 O3,5.64985544,5.649855438,5.649855685,48.44321015,48.44320468,48.44319922,trig,R-3c,0.0,-7.58309781,-2.442494106,0.0,3.023645158,4.9603,False,92.60777472
MgCo3C,5,Mg1 Co3 C1,3.76239029,3.76239029,3.76239029,90.0,90.0,90.0,cubic,Pm-3m,2.243793,-6.500367282,-0.048490149,0.0,6.644650796,0.0,False,53.25881935
MgMnO3,10,Mg1 Mn1 O3,5.381283557,5.381250292,5.381132296,54.57638601,54.57836698,54.57589179,trig,R-3,5.9999998,-7.493016056,-2.365742392,0.0,4.389989283,0.0,False,96.25948703
MgNi3C,5,Mg1 Ni3 C1,3.78357767,3.78360493,3.7835918,90.0,90.0,90.0,cubic,Pm-3m,0.5675262,-5.770199084,-0.130289974,0.0,6.511522036,0.0,False,54.16424725
MgPS3,10,Mg1 P1 S3,6.090788279,6.088793441,7.080204607,81.98286681,73.80104249,59.98799497,mono,C2/m,0.0,-4.94403728,-1.051832831,0.0,2.303994843,2.7986,False,218.3408528
MgPSe3,10,Mg1 P1 Se3,7.910538789,7.910538605,7.910539209,47.91244771,47.91244183,47.91244234,trig,R-3,0.0,-4.388379354,-0.881643759,0.0,3.885600648,2.0382,False,249.7122488
MgSeO3,20,Mg1 Se1 O3,5.01646551,5.91728012,7.64763004,90.0,90.0,90.0,ortho,Pnma,0.0,-6.018788838,-2.024735936,0.0,4.425838297,4.0013,False,227.0109625
MgTiO3,10,Mg1 Ti1 O3,5.470981294,5.470981953,5.470981814,55.07158166,55.07158285,55.07157571,trig,R-3,0.0,-8.236905655,-3.362936646,0.0,3.892898937,3.5295,False,102.5186191
MgTlF3,5,Mg1 Tl1 F3,4.077736643,4.077044879,4.074990024,90.00170047,89.96497647,89.99560641,cubic,Pm-3m,0.0,-5.024689226,-3.077413419,0.0,7.002339075,4.487,False,67.7471661
MgVO3,10,Mg1 V1 O3,5.2504353,5.22821384,5.709936488,89.99996492,117.3718236,89.99999995,ortho,Cmcm,2.0000001,-7.880577794,-2.768925974,0.0,2.940587508,2.7895,False,139.1916673
Mn3AlC,5,Mn3 Al1 C1,3.96073285,3.96077457,3.96073517,90.0,90.0,90.0,cubic,Pm-3m,9.3354906,-8.283628118,-0.191570678,0.0,5.446724124,0.0,False,62.13431004
Mn3GaC,5,Mn3 Ga1 C1,3.97641365,3.97674201,3.9770618,90.0,90.0,90.0,cubic,Pm-3m,9.7387457,-8.068692409,-0.120130931,0.0,6.509819966,0.0,False,62.88995916
Mn3GaN,5,Mn3 Ga1 N1,3.9957991,3.99398876,3.995899051,90.00014342,89.99833657,90.00082652,cubic,Pm-3m,10.4905472,-13.36714617,-0.442840044,0.0,6.471830013,0.0,False,63.77125898
Mn3PtN,5,Mn3 Pt1 N1,3.97888141,3.97888141,3.97888141,90.0,90.0,90.0,cubic,Pm-3m,11.0533758,-8.759913956,-0.380822568,0.0,9.856601371,0.0,False,62.9916502
Mn3SnH,5,Mn3 Sn1 H1,4.0039167,4.00388188,4.00389929,90.0,90.0,90.0,cubic,Pm-3m,10.1514732,-7.021802046,-0.043645212,0.0,7.360899582,0.0,False,64.18734843
Mn3ZnN,5,Mn3 Zn1 N1,3.96245195,3.96249865,3.96233593,90.0,90.0,90.0,cubic,Pm-3m,10.29419,-12.86844658,-0.450575119,0.0,6.518735876,0.0,False,62.21347052
MnCO3,10,Mn1 C1 O3,5.858717084,4.777773563,4.777817668,59.98365385,65.94219262,65.94294854,trig,R-3c,10.0,-8.660360827,-2.013448067,0.0,3.736292364,3.2291,True,102.1728892
MnCoO3,10,Mn1 Co1 O3,5.389500902,5.389091229,5.389664773,54.3918906,54.38499087,54.38456968,trig,R-3,11.9987934,-7.877781891,-1.649918886,0.0,5.588165711,0.0,False,96.19991342
MnGeO3,10,Mn1 Ge1 O3,5.01850004,5.589420758,5.018469724,116.6755362,120.0000915,90.00123101,trig,R-3,0.0,-7.861668011,-2.135882779,0.0,5.593280876,1.6732,False,104.2505179
MnNiO3,10,Mn1 Ni1 O3,5.341308382,5.341300442,5.34134469,54.7251048,54.72511675,54.7256067,trig,R-3,10.004428,-7.576479338,-1.619272341,0.0,5.679399962,0.0,False,94.51432956
MnPS3,10,Mn1 P1 S3,6.072013683,6.072013677,7.052871457,98.15974554,98.15974011,119.954182,mono,C2/m,10.0000003,-6.104991248,-0.706477744,0.0,2.799365878,0.1562,False,216.0456907
MnPSe3,10,Mn1 P1 Se3,7.831817512,7.831815774,7.831817417,48.22903535,48.22902317,48.22902874,trig,R-3,9.9999999,-5.553324787,-0.540280137,0.0,4.376991035,0.0,False,244.9209521
MnSeO3,40,Mn1 Se1 O3,8.30745548,8.022583545,10.49618852,54.80173752,90.0,90.0,mono,P2_1/c,39.9999997,-7.151241891,-1.650879935,0.0,4.227080913,3.0996,False,571.6395349
MnSnO3,10,Mn1 Sn1 O3,5.72769094,5.727692945,5.727694711,55.99954758,55.99956278,55.99958216,trig,R-3,9.9999999,-7.686987345,-2.083893313,0.0,6.105962311,0.8776,False,120.5550346
MnTlCl3,20,Mn1 Tl1 Cl3,3.82193433,8.99668546,14.68728821,90.0,90.0,90.0,ortho,Pnma,20.0000006,-4.855961184,-1.440141706,0.0,4.809537686,1.9323,False,505.0186013
MnTlF3,5,Mn1 Tl1 F3,4.23368794,4.236250627,4.235429159,90.00372536,90.03225191,89.9966848,cubic,Pm-3m,5.0000006,-6.051000196,-2.597415334,0.0,6.914697374,2.6304,False,75.96225372
MoBr3O,20,Mo1 Br3 O1,3.924338477,11.74337872,11.73906185,90.0,90.49903344,90.0,mono,P2_1/c,3.9999999,-5.292150721,-1.151260577,0.0,4.31762576,0.9067,True,540.974063
MoNCl3,20,Mo1 N1 Cl3,7.983925563,8.244399145,9.230664192,99.02765497,108.2184309,108.9142057,tri,P-1,0.0,-6.041199402,-1.095291835,0.0,2.74745665,1.6768,False,522.9331864
NClO3,20,N1 Cl1 O3,4.01463275,6.64170152,11.89242409,90.0,90.0,90.0,ortho,P2_12_12_1,0.0,-5.527737813,-0.521598329,0.0,2.041411573,3.0976,False,317.099506
Na3BrO,5,Na3 Br1 O1,4.53313,4.53313,4.53313,90.0,90.0,90.0,cubic,Pm-3m,0.0681367,-3.737887096,-1.615873121,0.0,2.93902545,1.8815,True,93.15250142
Na3ClO,5,Na3 Cl1 O1,4.45871654,4.45871654,4.45871654,90.0,90.0,90.0,cubic,Pm-3m,0.0692935,-3.861942746,-1.697610746,0.0,2.255923093,2.0299,True,88.63996782
NaAsO3,30,Na1 As1 O3,7.289213347,7.446254343,7.953300064,103.5388353,91.3965612,90.2517925,tri,P-1,0.0,-6.056050934,-1.884905668,0.0,3.465053659,2.8628,False,419.5407583
NaBPt3,10,Na1 B1 Pt3,5.5548291,5.554828426,5.53961418,90.0,90.0,119.9999979,hex_,P6/mmm,1e-07,-33.59008308,-0.515345987,0.0,13.88849714,0.0,False,148.0306037
NaBiO3,10,Na1 Bi1 O3,6.188547629,6.188547901,6.188547465,53.82550302,53.8255118,53.82551821,trig,R-3,0.0,-5.595388328,-1.580260707,0.0,6.48368124,1.0964,False,143.4056973
NaBrO3,20,Na1 Br1 O3,6.64015405,6.64015405,6.64015405,90.0,90.0,90.0,cubic,P2_13,0.0,-4.563571542,-0.999061476,0.0,3.423266817,4.4812,False,292.7753205
NaCO3,10,Na1 C1 O3,6.326281536,6.326281816,6.32628419,47.00053274,47.00033762,47.000409,trig,R-3c,2.0000001,-6.870565966,-1.787712109,0.0,2.226615596,0.6623,False,123.7955335
NaCdF3,10,Na1 Cd1 F3,5.987616054,5.987616657,5.987616973,57.13239183,57.13238765,57.1323863,trig,R3c,0.0,-4.269607992,-2.662374418,0.0,4.507306172,3.482,True,141.76141
NaCoF3,20,Na1 Co1 F3,5.36910055,5.57463889,7.70449501,90.0,90.0,90.0,ortho,Pnma,11.9999999,-5.440153471,-2.598238591,0.0,4.001342241,2.9522,False,230.6016741
NaCuF3,20,Na1 Cu1 F3,5.338206053,5.526096219,7.844604443,89.35495005,87.58387967,86.7059861,tri,P-1,0.0025739,-7.070884034,-2.314495994,0.0,4.130392555,0.0809,False,230.8146691
NaFeF3,10,Na1 Fe1 F3,5.300297342,5.300297342,7.3093313,90.0,90.0,145.9062102,ortho,Cmcm,7.9999997,-5.848301255,-2.739065477,0.0,3.91906841,2.2462,False,115.1043885
NaGeAu3,40,Na1 Ge1 Au3,9.08579863,9.08579863,9.08579863,90.0,90.0,90.0,cubic,Pa-3,4e-07,-34.10458414,-0.266376418,0.0,12.15931057,0.0512,False,750.0484566
NaIO3,20,Na1 I1 O3,5.71285073,6.37266126,8.00742924,90.0,90.0,90.0,ortho,Pnma,0.0,-4.860507161,-1.318583879,0.0,4.508908999,3.6962,False,291.5189696
NaIrO3,10,Na1 Ir1 O3,5.300271506,5.300271506,7.161737932,89.99755849,90.00244151,146.2510454,ortho,Cmcm,0.6267535,-6.476679781,-1.471872186,0.0,7.820444002,0.0,False,111.7742506
NaMgF3,20,Na1 Mg1 F3,5.29698319,5.47126659,7.59868745,90.0,90.0,90.0,ortho,Pnma,0.0,-6.929337234,-3.508447677,0.0,3.145550165,6.7529,True,220.2191351
NaMgH3,20,Na1 Mg1 H3,5.31825568,5.42821054,7.61022894,90.0,90.0,90.0,ortho,Pnma,0.0,-2.928579683,-0.297041662,0.0,1.521296714,3.103,True,219.696743
NaMnF3,20,Na1 Mn1 F3,5.48554473,5.72833986,7.94483284,90.0,90.0,90.0,ortho,Pnma,19.9999972,-6.213123988,-2.965489393,0.0,3.58973057,2.7474,True,249.650995
NaNO3,10,Na1 N1 O3,6.168633246,6.168633278,6.168632823,48.31173923,48.31173643,48.31173891,trig,R-3c,0.0,-6.267973277,-1.363196969,0.0,2.352161255,2.9451,False,120.0062015
NaNbO3,10,Na1 Nb1 O3,5.617198572,5.617198085,5.617198165,58.72980802,58.72981109,58.72980534,trig,R3c,0.0,-8.102204532,-2.844822765,0.0,4.472888253,2.5048,False,121.6900376
NaNiF3,20,Na1 Ni1 F3,5.295510731,5.52379538,7.609582551,90.00064139,90.00141003,90.00101808,ortho,Pnma,7.9999986,-7.542609201,-2.55923693,0.0,4.138200964,0.0,False,222.5903167
NaOsO3,20,Na1 Os1 O3,5.400181319,7.563733216,5.301335821,89.99944685,90.00159102,89.99043966,ortho,Pnma,6.2211615,-7.133145111,-1.650550866,0.0,8.012762741,0.0,False,216.5358725
NaPO3,30,Na1 P1 O3,6.987333398,7.036162374,7.790898551,93.44658579,103.1214267,90.03707023,tri,P-1,0.0,-6.965785798,-2.645570334,0.0,2.728509392,5.1185,False,372.3163392
NaPS3,20,Na1 P1 S3,7.890501,6.739701,9.132623926,89.78065042,90.0,90.0,mono,P2_1/m,0.0029257,-4.699815391,-0.865360789,0.0,2.053626689,1.988,False,485.6658879
NaPaO3,5,Na1 Pa1 O3,4.32748724,4.32748724,4.32748724,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.586671646,-3.440691451,0.0,6.188465125,2.952,False,81.04148454
NaPuO3,5,Na1 Pu1 O3,4.20646926,4.2064804,4.20650717,90.0,90.0,90.0,cubic,Pm-3m,3.0000005,-9.013162424,-2.828455169,0.0,7.027240892,0.0,False,74.43174875
NaSbO3,10,Na1 Sb1 O3,6.105268138,6.105268122,6.105267801,51.53023186,51.53023643,51.5302247,trig,R-3,0.0,-6.119753534,-2.056832527,0.0,4.96876642,2.7012,False,128.8309838
NaSiAu3,40,Na1 Si1 Au3,8.96901855,8.96901855,8.96901855,90.0,90.0,90.0,cubic,Pa-3,3e-07,-33.12265698,-0.304091856,0.0,11.82013448,0.0,False,721.4973939
NaTaO3,20,Na1 Ta1 O3,5.45388623,5.51999928,7.77470694,90.0,90.0,90.0,ortho,Pnma,0.0,-8.673498564,-3.062992296,0.0,7.149405594,2.6172,False,234.061036
NaTcO3,5,Na1 Tc1 O3,3.81537391,3.81537391,3.81537391,90.0,90.0,90.0,cubic,Pm-3m,7e-07,-7.281313588,-1.97206504,0.0,5.052351619,0.0,False,55.54069589
NaUO3,20,Na1 U1 O3,5.74520583,5.90574039,8.26116171,90.0,90.0,90.0,ortho,Pnma,4.0,-8.782765256,-3.287362496,0.0,7.322682821,0.431,True,280.2986899
NaVF3,20,Na1 V1 F3,5.42093668,5.67689025,7.79968438,90.0,90.0,90.0,ortho,Pnma,11.9999996,-8.424366318,-3.019422332,0.0,3.623053235,2.0207,True,240.0279752
NaVO3,20,Na1 V1 O3,5.891257971,7.093378656,7.093378971,82.96980115,75.21124827,75.211234,mono,C2/c,0.0,-7.429649651,-2.375747678,0.0,2.928057867,3.2386,False,276.591046
NaZnF3,20,Na1 Zn1 F3,5.35051557,5.5832596,7.70171572,90.0,90.0,90.0,ortho,Pnma,0.0,-7.12558551,-2.75643615,0.0,4.197440733,3.7676,True,230.0757984
