mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-7405,SmAlO3,20,Sm1 Al1 O3,5.28319658,5.2813461,7.46953229,90.0,90.0,90.0,ortho,Pnma,1e-07,-8.359403766,-3.69779477,0.0,True,7.181448769,4.8614,False,208.4178005,179.771,110.879
mp-3428,SmBPd3,5,Sm1 B1 Pd3,4.359961,4.359961,4.359961,90.0,90.0,90.0,cubic,Pm-3m,8.35e-05,-21.80732823,-0.615200365,0.107939257,False,9.625699657,0.0,False,82.8796319,137.352,3.312
mp-4982,SmBRh3,5,Sm1 B1 Rh3,4.20876944,4.20876944,4.20876944,90.0,90.0,90.0,cubic,Pm-3m,0.0014627,-7.432987418,-0.734807115,0.0,True,10.46592416,0.0,False,74.55304842,175.916,78.41
mp-972659,SmCoSi3,5,Sm1 Co1 Si3,5.57469554,5.57469554,5.57469554,137.0459383,137.0459383,62.36737665,tet,I4mm,0.0,-6.248741426,-0.623150037,0.0,True,6.133592956,0.0,False,79.47229952,136.209,72.161
mp-978504,SmGaO3,5,Sm1 Ga1 O3,3.862137,3.862137,3.862137,90.0,90.0,90.0,cubic,Pm-3m,0.0007983,-7.431014212,-2.912901177,0.210192991,False,7.727382864,2.872,False,57.60803023,182.901,103.136
mp-978926,SmGeO3,5,Sm1 Ge1 O3,3.946684,3.946684,3.946684,90.0,90.0,90.0,cubic,Pm-3m,0.0008086,-7.296009504,-2.458910103,0.508299215,False,7.320124012,0.0,False,61.47479159,145.68,69.014
mp-981250,SmPuO3,5,Sm1 Pu1 O3,4.353633,4.353633,4.353633,90.0,90.0,90.0,cubic,Pm-3m,4.8867867,-9.709650824,-2.849570498,0.733932247,False,8.901592941,0.0,False,82.51928362,121.889,20.41
mp-31118,SmScO3,20,Sm1 Sc1 O3,5.52626673,5.78431658,7.97599084,90.0,90.0,90.0,ortho,Pnma,0.0,-9.10025211,-3.921264459,0.0,True,6.338811596,4.3669,True,254.9579411,162.11,81.837
mp-972442,SnBO3,5,Sn1 B1 O3,3.492841,3.492841,3.492841,90.0,90.0,90.0,cubic,Pm-3m,0.0002953,-6.342363178,-1.23579385,1.128497996,False,6.917640374,0.0,False,42.61244452,225.06,73.067
mp-1016837,SnHgO3,5,Sn1 Hg1 O3,4.081489,4.081489,4.081489,90.0,90.0,90.0,cubic,Pm-3m,0.0034075,-5.012297874,-1.179672493,0.338839703,False,8.970404074,0.0,False,67.99169861,138.108,52.382
mp-4252,SnPS3,20,Sn1 P1 S3,7.731397,6.630607,11.4073524,55.94071228,90.0,90.0,mono,P2_1/c,0.0043895,-11.97027776,-0.399626297,0.007036182,False,3.37103476,1.8226,False,484.4699851,16.223,11.956
mp-5706,SnPSe3,20,Sn1 P1 Se3,7.895084,6.959541,11.99390218,55.65870318,90.0,90.0,mono,P2_1/c,0.0028682,-15.62390058,-0.287312422,0.0032158,False,4.718612819,1.3486,False,544.1465559,17.329,11.328
mp-504543,SnPbO3,20,Sn1 Pb1 O3,7.606152484,7.606152484,7.606152484,60.0,60.0,60.0,cubic,Fd-3m,0.0420892,-6.235659752,-1.722439363,0.155305782,False,7.981674139,0.0,False,311.157365,106.995,46.81
mp-978952,SnPbO3,5,Sn1 Pb1 O3,4.127671,4.127671,4.127671,90.0,90.0,90.0,cubic,Pm-3m,0.0012709,-6.27421126,-1.760990872,0.116754273,False,8.82874279,1.0389,False,70.32588763,146.405,80.046
mp-1018636,SnPd3C,5,Sn1 Pd3 C1,4.252861,4.252861,4.252861,90.0,90.0,90.0,cubic,Pm-3m,0.0008523,-5.635662036,0.11991452,0.533400364,False,9.714029519,0.0,False,76.92075982,153.925,31.093
mp-1013555,Sr3AsN,5,Sr3 As1 N1,5.09566939,5.09566939,5.09566939,90.0,90.0,90.0,cubic,Pm-3m,0.0,-14.90671197,-1.052059,0.0,True,4.414959865,0.4218,True,132.3133694,47.628,39.085
mp-1013553,Sr3AsP,5,Sr3 As1 P1,5.7,5.7,5.7,90.0,90.0,90.0,cubic,Pm-3m,0.0015215,-14.79198978,-0.962671677,0.288815117,False,3.306456964,0.0,False,185.193,31.673000000000002,21.339
mp-1013564,Sr3BiAs,5,Sr3 Bi1 As1,5.88,5.88,5.88,90.0,90.0,90.0,cubic,Pm-3m,6.41e-05,-24.78953608,-1.06017849,0.115534189,False,4.465966311,0.0,False,203.297472,28.457,19.241
mp-570008,Sr3BiN,5,Sr3 Bi1 N1,5.23493993,5.23493993,5.23493993,90.0,90.0,90.0,cubic,Pm-3m,0.0,-23.6565672,-1.042965677,0.0,True,5.623589411,0.2569,True,143.4614142,43.271,36.36
mp-1013643,Sr3BiP,5,Sr3 Bi1 P1,5.776749,5.776749,5.776749,90.0,90.0,90.0,cubic,Pm-3m,0.0003057,-23.67479952,-1.086532869,0.044351435,False,4.331178726,0.0,False,192.7749031,30.724,21.813
mp-1013585,Sr3BiSb,5,Sr3 Bi1 Sb1,6.163906,6.163906,6.163906,90.0,90.0,90.0,cubic,Pm-3m,0.0001527,-3.286778262,-0.667514298,0.310150757,False,4.208964485,0.0,False,234.1898245,23.823,13.656
mp-1013554,Sr3PN,5,Sr3 P1 N1,5.05920313,5.05920313,5.05920313,90.0,90.0,90.0,cubic,Pm-3m,0.0,-13.66628144,-0.952719401,0.0,True,3.947557356,0.5197,True,129.4930174,49.284,39.817
mp-7752,Sr3SbN,5,Sr3 Sb1 N1,5.19496514,5.19496514,5.19496514,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.536857728,-1.027945077,0.0,True,4.72136492,0.2577,True,140.1999675,45.977,38.116
mp-1013588,Sr3SbP,5,Sr3 Sb1 P1,5.74,5.74,5.74,90.0,90.0,90.0,cubic,Pm-3m,0.0013447,-3.882774534,-0.958422727,0.096171924,False,3.649072067,0.3419,True,189.119224,31.726,22.585
mp-7961,Sr3SnO,5,Sr3 Sn1 O1,5.1518472,5.1518472,5.1518472,90.0,90.0,90.0,cubic,Pm-3m,3e-07,-4.449498488,-1.642535062,0.0,True,4.828065205,0.0,False,136.7379048,44.124,35.774
mp-979294,SrAgO3,5,Sr1 Ag1 O3,4.110248,4.110248,4.110248,90.0,90.0,90.0,cubic,Pm-3m,0.0931653,-5.262007024,-1.386157267,0.113558919,False,5.822637137,0.0,False,69.43909948,110.647,45.527
mp-978851,SrAsO3,5,Sr1 As1 O3,3.974879,3.974879,3.974879,90.0,90.0,90.0,cubic,Pm-3m,7.64e-05,-6.5149823,-2.273695573,0.24607857,False,5.566876225,0.0,False,62.80174892,144.779,86.516
mp-3822,SrCO3,20,Sr1 C1 O3,5.11695695,5.98602397,8.43766419,90.0,90.0,90.0,ortho,Pnma,0.0,-7.852421028,-2.699425708,0.0,True,3.794093427,4.4416,False,258.4475691,60.547,29.338
mp-22428,SrCeO3,20,Sr1 Ce1 O3,6.00426811,6.17442523,8.60143538,90.0,90.0,90.0,ortho,Pnma,0.0,-8.108783838,-3.614131643,0.008514478,False,5.743441229,2.2817,False,318.8801925,113.27,51.662
mp-978987,SrGe3Pd,5,Sr1 Ge3 Pd1,6.042452392,6.042452392,6.042452392,136.4648803,136.4648803,63.2624361,tet,I4mm,0.0,-4.70062116,-0.552342467,0.0,True,6.620209163,0.0,False,103.3314291,70.823,26.34
mp-1016999,SrGeO3,5,Sr1 Ge1 O3,3.85681,3.85681,3.85681,90.0,90.0,90.0,cubic,Pm-3m,1.44e-05,-6.824938958,-2.593071166,0.150044169,False,6.027906043,0.0,False,57.36998463,158.897,115.034
mp-13109,SrHfO3,10,Sr1 Hf1 O3,5.768559275,5.760483452,5.760484166,60.3699696,59.95360115,59.9536118,ortho,Imma,0.0,-9.109144965,-3.810444938,0.001919986,False,7.691217507,3.9893,False,135.6323461,157.502,87.118
mp-3378,SrHfO3,20,Sr1 Hf1 O3,5.76053461,5.77701466,8.14070902,90.0,90.0,90.0,ortho,Pnma,0.0,-9.111064951,-3.812364924,0.0,True,7.701226052,4.1704,False,270.9121554,155.349,92.483
mp-3721,SrHfO3,10,Sr1 Hf1 O3,5.786711248,5.786712432,5.786713303,120.6703923,120.6703877,88.8427716,tet,I4/mcm,0.0,-9.106974384,-3.808274357,0.004090567,False,7.693023947,4.0578,False,135.6004975,154.085,98.02
mp-4551,SrHfO3,5,Sr1 Hf1 O3,4.141206,4.141206,4.141206,90.0,90.0,90.0,cubic,Pm-3m,0.0,-9.078107392,-3.779407365,0.032957559,False,7.344257033,3.7226,False,71.01997314,163.199,99.605
mp-4673,SrHfO3,20,Sr1 Hf1 O3,5.767219101,5.767219101,8.15933204,90.0,90.0,90.62594694,ortho,Cmcm,0.0,-9.107316679,-3.808616652,0.003748272,False,7.68823716,3.9535,False,271.3698479,154.945,91.224
mp-550908,SrHfO3,10,Sr1 Hf1 O3,5.73453937,5.73453937,4.13569603,90.0,90.0,90.0,tet,P4/mbm,0.0,-9.099779001,-3.801078974,0.01128595,False,7.670305801,3.6764,False,136.0021232,154.13,99.642
mp-971975,SrHgO3,5,Sr1 Hg1 O3,4.236171,4.236171,4.236171,90.0,90.0,90.0,cubic,Pm-3m,0.0002135,-4.728247862,-1.359051234,0.273016527,False,7.344072416,0.0,False,76.01870174,102.967,42.81
mp-971996,SrHoO3,5,Sr1 Ho1 O3,4.355383,4.355383,4.355383,90.0,90.0,90.0,cubic,Pm-3m,0.9999566,-7.280823688,-3.054025574,0.236222594,False,6.040663396,0.0,False,82.61883275,84.713,46.093
mp-972021,SrInO3,5,Sr1 In1 O3,4.214427,4.214427,4.214427,90.0,90.0,90.0,cubic,Pm-3m,0.9651919,-5.974557026,-2.115460056,0.194183901,False,5.555595225,0.0,False,74.85410239,95.953,41.576
mp-1016848,SrIrO3,5,Sr1 Ir1 O3,3.998048,3.998048,3.998048,90.0,90.0,90.0,cubic,Pm-3m,0.0956451,-6.967076222,-1.892127165,0.141754298,False,8.518451757,0.0,False,63.90634972,169.881,38.702
mp-571443,SrMgIn3,5,Sr1 Mg1 In3,4.706405955,4.706406209,7.136325073,109.2536156,109.2536032,89.99999377,tet,I-4m2,7e-07,-2.61227041,-0.292186543,0.002842761,False,5.419645813,0.0,False,139.8311227,35.493,22.431
mp-7006,SrNbO3,5,Sr1 Nb1 O3,4.06969111,4.06969111,4.06968705,90.0,90.0,90.0,cubic,Pm-3m,0.0025986,-8.502292542,-3.174769313,0.013476089,False,5.629866644,0.0,False,67.40372673,173.24,79.765
mp-30805,SrNiSn3,5,Sr1 Ni1 Sn3,4.744507337,4.744506944,6.40833773,111.7268593,111.7268626,90.00001473,tet,I4mm,0.0,-4.335368846,-0.435112779,0.0,True,6.788303555,0.0,False,122.9065388,51.162,24.888
mp-867195,SrOsO3,5,Sr1 Os1 O3,3.992358,3.992358,3.992358,90.0,90.0,90.0,cubic,Pm-3m,1.0549489,-7.619098774,-2.066363067,0.096918668,False,8.503074602,0.0,False,63.63388436,185.233,60.942
mp-20489,SrPbO3,20,Sr1 Pb1 O3,5.88572476,6.02726206,8.3694263,90.0,90.0,90.0,ortho,Pnma,0.0,-6.20534223,-2.155550595,0.0,True,7.669326838,0.7941,False,296.9037705,105.376,50.244
mp-22390,SrRuO3,20,Sr1 Ru1 O3,5.5432724,5.57521296,7.87656975,90.0,90.0,90.0,ortho,Pnma,8.0012349,-7.352754366,-2.190611637,0.0,True,6.458339792,0.0,False,243.4247905,166.165,71.269
mp-30834,SrSn3Pd,5,Sr1 Sn3 Pd1,4.805384472,4.805384472,6.644368713,111.1851596,111.18516,89.98720191,tet,I4mm,0.0,-4.359321092,-0.579115999,0.0,True,6.927141915,0.0,False,131.8839414,56.392,13.412
mp-12867,SrSnO3,10,Sr1 Sn1 O3,5.755857676,5.755857372,5.755854614,120.9187994,120.9188034,88.41596687,tet,I4/mcm,0.0,-6.739828273,-2.63065168,0.006706957,False,6.354962396,1.555,False,132.9109082,138.388,83.126
mp-2879,SrSnO3,20,Sr1 Sn1 O3,5.73820206,5.72649997,8.10161313,90.0,90.0,90.0,ortho,Pnma,0.0,-6.74653523,-2.637358638,0.0,True,6.345516909,1.7365,False,266.2174999,137.515,74.953
mp-546973,SrSnO3,5,Sr1 Sn1 O3,4.114859,4.114859,4.114859,90.0,90.0,90.0,cubic,Pm-3m,0.0,-6.698800456,-2.589623864,0.047734773,False,6.06148089,0.9698,False,69.67305837,142.602,88.097
mp-989530,SrTcN3,10,Sr1 Tc1 N3,3.756696771,6.465001679,6.670802246,104.3540737,90.00000018,106.8903495,mono,C2/m,0.0,-14.24295307,-0.543638045,0.040815144,False,5.049104206,0.5244,False,149.7316212,100.89,42.097
mp-989586,SrTcN3,10,Sr1 Tc1 N3,6.695544671,6.695544671,5.719636,90.0,90.0,143.2849646,ortho,C222_1,0.0008895,-14.26386042,-0.564545395,0.019907795,False,4.931805338,0.0,False,153.2928626,85.068,22.858
mp-4651,SrTiO3,10,Sr1 Ti1 O3,5.522329701,5.522329559,5.534898479,119.9249071,119.9249046,89.99999866,tet,I4/mcm,0.0,-8.438022916,-3.551662292,0.0,True,5.093987782,1.8488,False,119.625078,168.22,101.114
mp-5229,SrTiO3,5,Sr1 Ti1 O3,3.91270131,3.91270131,3.91270131,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.437552862,-3.551192238,0.000470054,False,5.086511724,1.772,False,59.90045031,170.929,108.497
mp-981367,SrTlO3,5,Sr1 Tl1 O3,4.279558,4.279558,4.279558,90.0,90.0,90.0,cubic,Pm-3m,0.0011998,-5.40582679,-1.624270146,0.240666966,False,7.203327833,0.0,False,78.37846431,98.451,43.398
mp-989513,SrWN3,10,Sr1 W1 N3,3.82253228,6.427569316,6.700715156,102.9563372,89.99998229,107.2987702,mono,C2/m,0.0,-19.58783746,-0.807895963,0.018614444,False,6.813809556,1.2682,False,152.7914593,99.971,46.355
mp-1020622,SrZrO3,10,Sr1 Zr1 O3,5.78296588,5.78296588,4.18518549,90.0,90.0,90.0,tet,P4/mbm,0.0,-8.661218589,-3.644416242,0.017242587,False,5.382536368,3.1681,False,139.9638792,142.374,89.039
mp-3323,SrZrO3,5,Sr1 Zr1 O3,4.197594,4.197594,4.197594,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.623552264,-3.606749917,0.054908912,False,5.092976319,3.2144,False,73.96074741,152.318,88.002
mp-4387,SrZrO3,20,Sr1 Zr1 O3,5.79524115,5.8442896,8.21457412,90.0,90.0,90.0,ortho,Pnma,0.0,-8.678461176,-3.661658829,0.0,True,5.41557589,3.6122,False,278.219966,145.804,82.978
mp-5076,SrZrO3,10,Sr1 Zr1 O3,5.844042019,5.844042429,5.844044603,120.8401656,120.8401603,88.55086966,tet,I4/mcm,0.0,-8.669165849,-3.652363502,0.009295327,False,5.408526223,3.5667,False,139.291304,143.03,87.474
mp-5193,SrZrS3,20,Sr1 Zr1 S3,6.76185335,7.15875562,9.80481376,90.0,90.0,90.0,ortho,Pnma,0.0,-6.608256288,-2.077214803,0.006412831,False,3.849113661,1.1777,True,474.6162826,69.284,36.069
mp-5821,TaAgS3,10,Ta1 Ag1 S3,3.39027577,7.248142956,7.78929486,90.0,90.0,103.5251461,ortho,Cmcm,1e-07,-6.379952065,-0.95496328,0.0,True,6.870790229,0.0,False,186.0996823,82.882,36.596
mp-972222,TaBeO3,5,Ta1 Be1 O3,3.421618,3.421618,3.421618,90.0,90.0,90.0,cubic,Pm-3m,0.001708,-8.196267866,-2.106223181,1.008994493,False,9.864051248,0.0,False,40.05848919,277.307,103.594
mp-3102,TaCuS3,20,Ta1 Cu1 S3,3.51188539,9.52958893,11.89053138,90.0,90.0,90.0,ortho,Pnma,0.0,-6.740789458,-1.064546875,0.0,True,5.686581691,0.418,False,397.9383226,39.914,25.486
mp-8074,TaSnO3,5,Ta1 Sn1 O3,4.072593,4.072593,4.072593,90.0,90.0,90.0,cubic,Pm-3m,0.0013352,-8.50414018,-2.360063697,0.324955825,False,8.546452733,0.0,False,67.54808347,189.595,22.423
mp-861873,TaTlO3,5,Ta1 Tl1 O3,4.082848,4.082848,4.082848,90.0,90.0,90.0,cubic,Pm-3m,4.67e-05,-8.393179314,-2.576722779,0.107364855,False,10.57249765,0.6811,True,68.05963814,187.786,104.711
mp-10041,Tb3AlC,5,Tb3 Al1 C1,5.374107,5.374107,5.374107,90.0,90.0,90.0,cubic,Pm-3m,0.0001463,-3.945755512,1.431810927,1.786531184,False,5.518039522,0.0,False,155.2097242,36.148,14.277
mp-570822,Tb3AlC,5,Tb3 Al1 C1,4.90293061,4.90293061,4.90293061,90.0,90.0,90.0,cubic,Pm-3m,1.1e-06,-5.732286696,-0.354720257,0.0,True,7.26668766,0.0,False,117.8602181,76.355,58.94
mp-3022,TbBPd3,5,Tb1 B1 Pd3,4.327708,4.327708,4.327708,90.0,90.0,90.0,cubic,Pm-3m,0.0,-22.14554416,-0.654714329,0.112749955,False,10.01799623,0.0,False,81.05388779,142.81,10.576
mp-542103,TbRh3C,5,Tb1 Rh3 C1,4.15536456,4.15536456,4.15536456,90.0,90.0,90.0,cubic,Pm-3m,9e-07,-7.684119586,-0.492229041,0.0,True,11.1006513,0.0,False,71.75090685,196.967,77.674
mp-5692,TbRhO3,20,Tb1 Rh1 O3,5.22941294,5.77580762,7.6000779,90.0,90.0,90.0,ortho,Pnma,0.0,-7.944981087,-2.575770185,0.0,True,8.964942819,0.8749,True,229.5533845,185.684,68.207
mp-31119,TbScO3,20,Tb1 Sc1 O3,5.4395561,5.73025335,7.93211736,90.0,90.0,90.0,ortho,Pnma,0.0,-9.119895555,-3.957052406,0.018404451,False,6.766676756,4.4378,True,247.2443723,163.461,82.231
mp-979272,TePdO3,5,Te1 Pd1 O3,4.065242,4.065242,4.065242,90.0,90.0,90.0,cubic,Pm-3m,0.9682637,-5.225936404,-0.59252226,0.620444304,False,6.970549607,0.0,False,67.18297193,120.533,-4.927
mp-3271,Ti3AlC,5,Ti3 Al1 C1,4.16993733,4.16993733,4.16993733,90.0,90.0,90.0,cubic,Pm-3m,1.39e-05,-7.924206462,-0.592062987,0.0,True,4.18162617,0.0,False,72.50844376,153.159,103.192
mp-10675,Ti3AlN,5,Ti3 Al1 N1,4.11698988,4.11703682,4.11699906,90.0,90.0,90.0,cubic,Pm-3m,7.99e-05,-11.96129748,-1.026473476,0.029710625,False,4.39248369,0.0,False,69.78230624,162.649,40.864
mp-760414,Ti3PdO,10,Ti3 Pd1 O1,5.676575204,5.853615169,5.676613023,61.00745447,89.98503713,118.9921631,tet,I4/mcm,2.7472108,-8.217818204,-1.454954431,0.0,True,6.433494069,0.0,False,137.3242167,170.984,45.205
mp-7159,La3TlC,5,La3 Tl1 C1,5.24077264,5.24077264,5.24077264,90.0,90.0,90.0,cubic,Pm-3m,4.7e-06,-5.571156512,-0.289524727,0.0,True,7.303694422,0.0,False,143.9414779,54.494,36.156
mp-5304,LaAlO3,5,La1 Al1 O3,3.7829488,3.7829488,3.7829488,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.424506328,-3.719413138,0.003053425,False,6.560522947,3.4924,False,54.13665153,194.911,129.69
mp-1018633,LaBPt3,5,La1 B1 Pt3,4.43091,4.43091,4.43091,90.0,90.0,90.0,cubic,Pm-3m,0.0002251,-39.09410768,-0.783250659,0.169689115,False,14.02939747,0.0,False,86.99189398,155.423,-148.566
mp-3088,LaBRh3,5,La1 B1 Rh3,4.26187973,4.26187973,4.26187973,90.0,90.0,90.0,cubic,Pm-3m,0.6599832,-7.439526698,-0.697862201,0.0,True,9.833800019,0.0,False,77.41115893,165.301,62.911
mp-973869,LaCdO3,5,La1 Cd1 O3,4.180291,4.180291,4.180291,90.0,90.0,90.0,cubic,Pm-3m,0.0014118,-6.213028832,-2.06504877,0.411376229,False,6.803894253,0.0,False,73.04988647,130.971,44.298
mp-19973,LaCoGe3,5,La1 Co1 Ge3,4.33881559,4.338814936,5.797683737,111.9739712,111.9739748,89.99999928,tet,I4mm,1e-07,-17.50329873,-0.584309911,0.0,True,7.454803188,0.0,False,92.6092196,86.372,54.869
mp-13005,LaCrGe3,10,La1 Cr1 Ge3,6.174818489,6.174819738,5.96819897,90.00001943,89.99998517,119.9995258,hex_,P6_3/mmc,4.5115273,-17.77418845,-0.487377386,0.0,True,6.889511273,0.0,False,197.0717984,157333.006,90837.121
mp-3336,LaGaO3,10,La1 Ga1 O3,5.52859349,5.52859349,5.52859264,60.79416365,60.79416365,60.79416118,trig,R-3c,0.0002577,-7.654005623,-3.092408395,0.038071038,False,7.007147124,3.3802,False,121.6297028,155282651032508.47,-7148901576219842.0
mp-22220,LaLuO3,20,La1 Lu1 O3,5.78622784,5.97112351,8.32190561,90.0,90.0,90.0,ortho,Pnma,0.0,-8.848796716,-3.988481201,0.011375044,False,8.359650151,4.4525,False,287.524178,146.049,71.956
mp-989554,LaMnN3,10,La1 Mn1 N3,6.430161004,6.430161004,5.327197,90.0,90.0,143.3829383,ortho,Cmcm,9.65e-05,-15.19142481,-0.828551433,0.013571642,False,5.962294419,0.0,False,131.3792039,135.546,49.111
mp-989564,LaOsN3,5,La1 Os1 N3,3.950555,3.950555,3.950555,90.0,90.0,90.0,cubic,Pm-3m,0.0002372,-8.794814944,-0.55917339,0.053189756,False,9.996103463,0.0,False,61.65585681,243.043,92.446
mp-1017581,LaPd3C,5,La1 Pd3 C1,4.384889,4.384889,4.384889,90.0,90.0,90.0,cubic,Pm-3m,0.0028151,-6.130292684,-0.189429078,0.467590356,False,9.260488555,0.0,False,84.30936379,139.825,-118.099
mp-1017582,LaPt3C,5,La1 Pt3 C1,4.406794,4.406794,4.406794,90.0,90.0,90.0,cubic,Pm-3m,0.0481778,-6.693554388,-0.217939876,0.513300567,False,14.28426455,0.0,False,85.57920512,164.429,182.192
mp-5163,LaRhO3,20,La1 Rh1 O3,5.50481427,5.76156261,7.90193892,90.0,90.0,90.0,ortho,Pnma,0.0,-7.973849524,-2.545009926,0.0,True,7.680766937,0.594,False,250.6205188,173.36,58.779
mp-31116,LaScO3,20,La1 Sc1 O3,5.68506091,5.80353077,8.10225831,90.0,90.0,90.0,ortho,Pnma,0.0,-9.173035223,-3.950563378,0.0,True,5.761036662,3.8973,True,267.3212593,153.924,79.013
mp-2914,LaSi3Ir,5,La1 Si3 Ir1,4.287820485,4.287820148,5.794099692,111.7166125,111.7166039,90.00000711,tet,I4mm,1e-06,-6.87115201,-0.861072935,0.0,True,7.598248318,0.0,False,90.77789752,122.782,67.694
mp-8020,LaTiO3,5,La1 Ti1 O3,3.958938,3.958938,3.958938,90.0,90.0,90.0,cubic,Pm-3m,0.002878,-9.13262696,-3.597550533,0.067584252,False,6.282852088,0.0,False,62.04918782,183.62,66.054
mp-28593,Li3BrO,5,Li3 Br1 O1,3.948643,3.948643,3.948643,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.39658781,-1.934252582,0.03706398,False,3.148288893,4.2775,False,61.56637904,48.727,35.622
mp-985585,Li3ClO,5,Li3 Cl1 O1,3.908337,3.908337,3.908337,90.0,90.0,90.0,cubic,Pm-3m,0.0001101,-4.568813878,-2.064160625,0.029024843,False,2.010312574,4.9291,False,59.7002311,51.628,38.236
mp-982975,LiBeO3,5,Li1 Be1 O3,3.507241,3.507241,3.507241,90.0,90.0,90.0,cubic,Pm-3m,3.0302921,-5.445053,-1.346609251,0.570123488,False,2.461513394,0.0,False,43.14165767,112.446,16.251
mp-1017626,LiCaF3,5,Li1 Ca1 F3,3.761244,3.761244,3.761244,90.0,90.0,90.0,cubic,Pm-3m,3.9e-06,-7.38210828,-3.622915532,0.187439322,False,3.245990518,6.5153,False,53.21015498,79.537,48.995
mp-973613,LiCeO3,5,Li1 Ce1 O3,3.68336,3.68336,3.68336,90.0,90.0,90.0,cubic,Pm-3m,1.0025296,-7.08321141,-2.54526026,0.471113553,False,6.48147914,0.0,False,49.97266407,156.051,17.775
mp-541365,LiEuH3,5,Li1 Eu1 H3,3.71667895,3.71671165,3.71667895,90.0,90.0,90.0,cubic,Pm-3m,7.0000002,-10.87741794,-0.622832676,0.0,True,5.237261797,0.0,False,51.3415487,47.287,49.922
mp-862870,LiTcO3,5,Li1 Tc1 O3,3.853851,3.853851,3.853851,90.0,90.0,90.0,cubic,Pm-3m,0.0018613,-7.334157064,-1.911468099,0.065270209,False,4.43693588,0.0,False,57.23804069,194.213,79.846
mp-675460,LiTiCl3,5,Li1 Ti1 Cl3,5.05918,5.05918,4.860325,90.0,90.0,90.0,tet,P4/mmm,2.0001388,-8.369009859,-1.612653835,0.202078537,False,2.151293406,0.0,False,124.4014875,35.091,16.043
mp-1017627,Lu3AlN,5,Lu3 Al1 N1,4.60314447,4.60314447,4.60314447,90.0,90.0,90.0,cubic,Pm-3m,6.5e-05,-27.1513254,-1.131227488,0.0,True,9.63422348,0.0,False,97.53574744,99.463,75.583
mp-3105,LuBPd3,5,Lu1 B1 Pd3,4.286119,4.286119,4.286119,90.0,90.0,90.0,cubic,Pm-3m,0.001127,-23.53563464,-0.674115597,0.11490507,False,10.65075709,0.0,False,78.73950386,148.81,25.344
mp-3717,LuBRh3,5,Lu1 B1 Rh3,4.13754512,4.13753698,4.13750443,90.0,90.0,90.0,cubic,Pm-3m,0.0386781,-24.45507914,-0.888095088,0.0,True,11.59277642,0.0,False,70.83095592,188.744,90.644
mp-10699,LuRh3C,5,Lu1 Rh3 C1,4.11552588,4.11552588,4.11552588,90.0,90.0,90.0,cubic,Pm-3m,1.38e-05,-7.720696492,-0.552041181,0.0,True,11.80828764,0.0,False,69.70693882,205.343,85.576
mp-973681,LuRhO3,5,Lu1 Rh1 O3,3.924034,3.924034,3.924034,90.0,90.0,90.0,cubic,Pm-3m,0.0009556,-7.234465068,-1.8884894,0.723557389,False,8.955629658,0.0,False,60.42244361,189.552,28.686
mp-973536,LuUO3,5,Lu1 U1 O3,4.192118,4.192118,4.192118,90.0,90.0,90.0,cubic,Pm-3m,3.0,-9.180594136,-3.04919804,0.704651925,False,10.39068019,0.0,False,73.67166686,151.069,85.959
mp-10185,Mg3ZnC,5,Mg3 Zn1 C1,4.406931,4.406931,4.406931,90.0,90.0,90.0,cubic,Pm-3m,1.3e-05,-2.883171018,0.192792812,0.235294405,False,2.916752512,0.0,False,85.58718692,62.165,37.249
mp-546079,MgCO3,10,Mg1 C1 O3,5.162860567,5.162860567,3.646814,90.0,90.0,110.9725116,ortho,C222_1,0.0,-7.205036177,-2.064432472,0.378061633,False,3.084978943,5.4366,False,90.76659997,85.731,-52.694
mp-1016827,MgGeO3,5,Mg1 Ge1 O3,3.718173,3.718173,3.718173,90.0,90.0,90.0,cubic,Pm-3m,0.0002862,-6.26025941,-2.040783233,0.52495472,False,4.682288444,1.5499,False,51.40303697,185.85,100.868
mp-3047,MgGeO3,10,Mg1 Ge1 O3,4.881366294,4.881366294,6.93351539,90.0,90.0,146.4924055,ortho,Cmcm,0.0,-6.643806829,-2.424330652,0.141407302,False,5.277937004,2.4744,False,91.20375853,161.312,45.242
mp-3759,MgGeO3,10,Mg1 Ge1 O3,5.470433039,5.470433039,5.470433594,54.54174208,54.54174208,54.54174264,trig,R-3,0.0003523,-6.753412117,-2.53393594,0.031802013,False,4.764605969,3.6339,False,101.0299058,-215945357625516.3,830764650924158.4
mp-4819,MgGeO3,20,Mg1 Ge1 O3,6.553720039,6.553720039,5.168550134,82.13121205,82.13121205,85.83099141,mono,C2/c,0.0,-6.77348626,-2.554010083,0.01172787,False,4.4262627,2.5261,False,217.505252,111.428,65.203
