mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-23487,KIO3,20,K1 I1 O3,7.67246903,7.690671943,7.680980049,109.5181294,109.0969225,109.3830158,tri,P1,0.0,-4.866476068,-1.366622997,0.0,True,4.053475827,2.7868,True,350.6688937,21.031,14.11
mp-27865,KMgCl3,20,K1 Mg1 Cl3,6.9558722,6.99846994,9.91599163,90.0,90.0,90.0,ortho,Pnma,0.0,-3.911991746,-2.250501802,0.002808604,False,2.335928214,4.4851,True,482.7150587,31.053,15.706
mp-3448,KMgF3,5,K1 Mg1 F3,3.97846823,3.97846823,3.97846823,90.0,90.0,90.0,cubic,Pm-3m,0.0,-5.236904424,-3.537649096,0.0,True,3.174844985,6.9537,False,62.97202846,74.789,43.567
mp-1017580,KMgH3,5,K1 Mg1 H3,4.435872,4.435872,4.435872,90.0,90.0,90.0,cubic,Pm-3m,2e-05,-1.886475082,0.702992729,1.048648856,False,1.263739336,0.0,False,87.28447769,20.908,-18.751
mp-5158,KNO3,20,K1 N1 O3,5.4109266,6.18542073,9.15028024,90.0,90.0,90.0,ortho,Pnma,0.0,-6.284844694,-1.422138597,0.0,True,2.192798407,2.9384,False,306.249426,17.312,8.418
mp-5246,KNbO3,5,K1 Nb1 O3,4.00636436,4.071075482,4.071076844,90.20366844,90.0,90.0,ortho,Amm2,0.0,-8.067085836,-2.85177428,0.0003534,False,4.501553298,2.0585,False,66.39970574,103.853,50.363
mp-935811,KNbO3,5,K1 Nb1 O3,4.02918278,4.02918278,4.02918278,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.059709008,-2.844397452,0.007730228,False,4.569594296,1.4121,False,65.41101791,172.61,109.553
mp-8267,KPS3,10,K1 P1 S3,6.907587079,7.096471062,7.096471552,72.07381071,60.87663973,60.87663977,ortho,Immm,0.0,-4.749104456,-0.956720066,0.0,True,2.089096369,1.7149,False,264.3180622,10.254,4.41
mp-9061,KPdF3,5,K1 Pd1 F3,4.309256,4.309256,4.309256,90.0,90.0,90.0,cubic,Pm-3m,0.0026034,-4.51968138,-2.110543693,0.034555294,False,4.202388629,0.0,False,80.0215363,68.848,19.737
mp-974842,KPtO3,5,K1 Pt1 O3,4.046411,4.046411,4.046411,90.0,90.0,90.0,cubic,Pm-3m,1.7118185,-5.359969388,-0.950692176,0.12546218,False,7.072388646,0.0,False,66.25367574,119.312,51.104
mp-973471,KReO3,5,K1 Re1 O3,3.939058,3.939058,3.939058,90.0,90.0,90.0,cubic,Pm-3m,0.0003283,-7.76651601,-2.081842621,0.037437421,False,7.425354017,0.0,False,61.11912479,201.94,119.458
mp-16293,KSbO3,20,K1 Sb1 O3,7.515630088,7.515630088,7.515630088,60.0,60.0,60.0,cubic,Fd-3m,0.0024101,-6.025254999,-2.004404203,0.04472297,False,4.621424829,1.1213,False,300.1796116,112.518,73.035
mp-974061,KSiO3,5,K1 Si1 O3,3.683079,3.683079,3.683079,90.0,90.0,90.0,cubic,Pm-3m,0.3650109,-6.420598784,-2.14048463,0.470140772,False,3.828252808,0.0,False,49.96122784,178.452,117.855
mp-3614,KTaO3,5,K1 Ta1 O3,3.99488137,3.99488137,3.99488137,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.640023914,-3.071587858,0.0,True,6.981426042,2.0995,False,63.75462003,188.716,122.495
mp-981313,KTbO3,5,K1 Tb1 O3,4.494844,4.494844,4.494844,90.0,90.0,90.0,cubic,Pm-3m,1.999593,-6.395549704,-2.272926432,0.269213928,False,4.498615827,0.0,False,90.81213175,54.299,2.471
mp-973267,KTcO3,5,K1 Tc1 O3,3.87414195,3.87414195,3.87414195,90.0,90.0,90.0,cubic,Pm-3m,2.1e-06,-7.249670994,-1.982492657,0.0,True,5.285921583,0.0,False,58.14690296,180.938,111.434
mp-570303,KTmI3,10,K1 Tm1 I3,8.11373546,8.11373546,11.538987,90.0,90.0,149.3795755,ortho,Cmcm,0.8557843,-3.440558615,-1.403376805,0.128583351,False,5.053390306,0.0,False,386.9226564,17.864,7.948
mp-4126,KUO3,5,K1 U1 O3,4.29886276,4.29886276,4.29886276,90.0,90.0,90.0,cubic,Pm-3m,1.0,-8.78844244,-3.33510989,0.0,True,6.795779335,0.4454,False,79.44393398,134.466,67.688
mp-5878,KZnF3,5,K1 Zn1 F3,4.04741679,4.04741679,4.04741679,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.438915822,-2.813805775,0.0,True,4.044777029,3.6954,False,66.30309275,71.15,33.286
mp-10600,La3AlC,5,La3 Al1 C1,5.205131,5.205131,5.205131,90.0,90.0,90.0,cubic,Pm-3m,0.0001904,-5.741741924,-0.185289397,0.034530171,False,5.365885189,0.0,False,141.0246376,58.829,34.474
mp-4505,La3AlN,5,La3 Al1 N1,5.09751599,5.09752329,5.09751495,90.0,90.0,90.0,cubic,Pm-3m,0.0349912,-21.92009742,-0.901059497,0.0,True,5.737967673,0.0,False,132.4574298,66.117,43.537
mp-10611,La3PbC,5,La3 Pb1 C1,5.23916418,5.23915898,5.23918083,90.0,90.0,90.0,cubic,Pm-3m,0.1915083,-5.978348818,-0.428482043,0.0,True,7.342931274,0.0,False,143.8093004,60.77,39.774
mp-8370,Ni3GeC,5,Ni3 Ge1 C1,3.808709,3.808709,3.808709,90.0,90.0,90.0,cubic,Pm-3m,0.0028379,-6.150355916,0.088064762,0.320086342,False,7.836248952,0.0,False,55.25013919,187.015,41.228
mp-1017632,Ni3SnN,5,Ni3 Sn1 N1,3.908518,3.908518,3.908518,90.0,90.0,90.0,cubic,Pm-3m,0.0383507,-6.011226032,-0.073574104,0.080494424,False,8.587874322,0.0,False,59.70852587,174.329,44.265
mp-2015815,PCl3O,20,P1 Cl3 O1,5.84665617,9.43054642,9.21331222,90.0,90.0,90.0,ortho,Pnma,0.0,-4.768834682,-1.587025779,0.0,True,2.004851213,4.4933,True,507.9958922,2.568,68.257
mp-977455,PaAgO3,5,Pa1 Ag1 O3,4.3149707,4.3149707,4.3149707,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.276618826,-2.830395251,0.0,True,7.996811026,0.915,True,80.34031926,140.937,44.187
mp-862832,PaTlO3,5,Pa1 Tl1 O3,4.37641728,4.37641728,4.37641728,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.519211286,-3.167280824,0.0,True,9.576684617,2.6427,False,83.82164362,133.398,57.351
mp-982245,PbAuO3,5,Pb1 Au1 O3,4.148796,4.148796,4.148796,90.0,90.0,90.0,cubic,Pm-3m,0.0006575,-4.969002936,-0.602920519,0.329485498,False,10.51428091,0.0,False,71.41118538,132.88,48.968
mp-19893,PbCO3,20,Pb1 C1 O3,5.18693591,6.06501914,8.54295691,90.0,90.0,90.0,ortho,Pnma,0.0,-7.36626524,-1.809226124,0.0,True,6.604025394,3.3293,True,268.751733,73.607,30.364
mp-20716,PbSeO3,10,Pb1 Se1 O3,4.543913329,5.53663,6.590420842,90.0,106.6598799,90.0,mono,P2_1/m,0.0,-5.866225149,-1.455736836,0.000837875,False,6.986607974,2.8909,False,158.841815,35.364,7.251
mp-545482,PdSeO3,10,Pd1 Se1 O3,3.915402921,6.170011595,6.445083638,90.00388517,90.00382256,96.54886135,mono,P2_1/m,0.0,-5.736829246,-1.032893985,0.0,True,5.010619907,1.0589,False,154.6848995,17.966,11.723
mp-10039,Pr3AlC,5,Pr3 Al1 C1,5.137283,5.137283,5.137283,90.0,90.0,90.0,cubic,Pm-3m,0.0084294,-5.609920974,-0.137789834,0.058784596,False,5.654872106,0.0,False,135.5815117,61.702,40.798
mp-8368,Pr3GaC,5,Pr3 Ga1 C1,5.537393,5.537393,5.537393,90.0,90.0,90.0,cubic,Pm-3m,0.0005476,-4.103016892,1.225618286,1.499269545,False,4.933520156,0.0,False,169.7915379,36.668,13.823
mp-8218,PrAlO3,10,Pr1 Al1 O3,5.315935953,5.31593982,5.315951879,59.99999238,59.99991844,60.00005234,cubic,Pm-3m,0.0,-8.314810974,-3.637824913,0.018023413,False,6.749640598,2.8792,False,106.2247501,197.512,136.42
mp-2976,PrBPd3,5,Pr1 B1 Pd3,4.397572,4.397572,4.397572,90.0,90.0,90.0,cubic,Pm-3m,3.83e-05,-5.939519366,-0.536617634,0.110912753,False,9.196264244,0.0,False,85.04305956,131.577,-15.263
mp-5200,PrBRh3,5,Pr1 B1 Rh3,4.24621053,4.24624226,4.24620336,90.0,90.0,90.0,cubic,Pm-3m,0.0179892,-7.381872872,-0.668315504,0.0,True,9.986435175,0.0,False,76.56090895,169.867,73.418
mp-862754,PrBS3,20,Pr1 B1 S3,7.66742708,6.02901654,8.97746712,90.0,90.0,90.0,ortho,Pna2_1,0.0,-6.328215389,-1.550227003,0.0,True,3.967889557,2.4441,True,415.0017737,52.732,22.607
mp-976727,PrBiO3,5,Pr1 Bi1 O3,4.448834,4.448834,4.448834,90.0,90.0,90.0,cubic,Pm-3m,0.0001415,-6.625798072,-1.919920315,0.765578477,False,7.503595689,0.0,False,88.051874,114.926,23.371
mp-975913,PrNbO3,5,Pr1 Nb1 O3,4.086932,4.086932,4.086932,90.0,90.0,90.0,cubic,Pm-3m,0.0004079,-8.87407588,-2.925943977,0.342085202,False,6.855145839,0.0,False,68.26407903,187.182,34.435
mp-10708,PrRh3C,5,Pr1 Rh3 C1,4.22136644,4.22136644,4.22136644,90.0,90.0,90.0,cubic,Pm-3m,2e-07,-7.576472724,-0.353060612,0.022491175,False,10.1903365,0.0,False,75.22447397,183.945,66.421
mp-4789,PrRhO3,20,Pr1 Rh1 O3,5.40540234,5.82736449,7.84373387,90.0,90.0,90.0,ortho,Pnma,0.0,-7.872002894,-2.471270425,0.0,True,7.844914415,0.6013,False,247.0717314,178.185,61.536
mp-754696,PrTiO3,5,Pr1 Ti1 O3,3.943236,3.943236,3.943236,90.0,90.0,90.0,cubic,Pm-3m,0.0001911,-8.988493486,-3.481524188,0.104645014,False,6.412430763,0.0,False,61.31381092,187.179,68.846
mp-975588,PuPtO3,5,Pu1 Pt1 O3,4.054549,4.054549,4.054549,90.0,90.0,90.0,cubic,Pm-3m,5.1981661,-8.65410903,-1.523519267,0.861694935,False,12.13455059,0.0,False,66.65422144,259.08,21.626
mp-4405,Rb3AuO,5,Rb3 Au1 O1,5.50932825,5.50932825,5.50932825,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.048704132,-0.816015088,0.0,True,4.660879718,0.1979,False,167.2229753,15.595,9.399000000000001
mp-754892,Rb3ClO,5,Rb3 Cl1 O1,5.533679,5.533679,5.533679,90.0,90.0,90.0,cubic,Pm-3m,4.69e-05,-3.500376682,-1.552756705,0.041447582,False,3.016855779,0.4794,True,169.450123,17.011,9.97
mp-975463,RbAcO3,5,Rb1 Ac1 O3,4.636158,4.636158,4.636158,90.0,90.0,90.0,cubic,Pm-3m,0.0001921,-6.215895894,-2.226777475,0.180333471,False,6.006738422,0.0,False,99.64939925,61.109,33.337
mp-975427,RbAlO3,5,Rb1 Al1 O3,3.94407,3.94407,3.94407,90.0,90.0,90.0,cubic,Pm-3m,1.9975117,-5.839371856,-1.925373273,0.379654708,False,4.342584858,0.0,False,61.35272302,112.414,41.005
mp-975425,RbAsO3,5,Rb1 As1 O3,3.939416,3.939416,3.939416,90.0,90.0,90.0,cubic,Pm-3m,4.79e-05,-5.457235226,-1.358327302,0.205453434,False,5.66011737,0.0,False,61.13579068,102.651,101.456
mp-975385,RbBO3,5,Rb1 B1 O3,3.69368,3.69368,3.69368,90.0,90.0,90.0,cubic,Pm-3m,1.999727,-5.09859014,-0.597828368,1.499975552,False,4.754100925,0.0,False,50.39388071,123.719,-60.784
mp-975394,RbBeO3,5,Rb1 Be1 O3,3.881145,3.881145,3.881145,90.0,90.0,90.0,cubic,Pm-3m,3.0,-4.961337694,-1.048571704,0.775926795,False,4.046856991,0.0,False,58.46279913,84.653,13.871
mp-3654,RbCaF3,5,Rb1 Ca1 F3,4.45428814,4.45428814,4.45428814,90.0,90.0,90.0,cubic,Pm-3m,0.0,-5.46258844,-3.718474269,0.0,True,3.429846023,6.3971,False,88.37611824,48.191,26.403
mp-975382,RbCaO3,5,Rb1 Ca1 O3,4.616624,4.616624,4.616624,90.0,90.0,90.0,cubic,Pm-3m,3.0,-5.050003676,-1.484000282,0.421763652,False,2.92876945,0.0,False,98.39510985,40.141,9.212
mp-6951,RbCdF3,5,Rb1 Cd1 F3,4.42498073,4.42498073,4.42498073,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.23332982,-2.698333587,0.0,True,4.884729257,3.1745,False,86.64313367,55.222,22.838
mp-975380,RbCdO3,5,Rb1 Cd1 O3,4.465707,4.465707,4.465707,90.0,90.0,90.0,cubic,Pm-3m,2.9774204,-4.075698602,-0.718813146,0.40300357,False,4.584545926,0.0,False,89.05753605,38.168,-2.852999999999999
mp-998196,RbCuBr3,5,Rb1 Cu1 Br3,5.14688603,5.153862302,5.132402376,90.01348162,90.05831959,90.02353057,cubic,Pm-3m,0.2634764,-3.198902856,-1.200786787,0.013992916,False,4.741269884,0.0,False,136.1437743,30.662,13.156
mp-569526,RbCuCl3,10,Rb1 Cu1 Cl3,7.060612556,7.060612556,5.974634,90.0,90.0,120.0000052,hex_,P6_3/mmc,1.9991049,-3.559780761,-1.434710616,0.050892007,False,3.28796401,0.0,False,257.94474,-235409.309,-325594.239
mp-554601,RbCuF3,5,Rb1 Cu1 F3,4.06660228,4.07169097,4.07169097,90.0,90.0,90.0,cubic,Pm-3m,0.9999962,-4.469908135,-2.307072606,0.031564307,False,5.074041258,0.0,False,67.41884647,69.734,31.504
mp-975364,RbCuO3,5,Rb1 Cu1 O3,4.046069,4.046069,4.046069,90.0,90.0,90.0,cubic,Pm-3m,2.175724,-4.643878798,-0.659154047,0.426995967,False,4.939032944,0.0,False,66.23687801,84.711,31.992
mp-571458,RbGeI3,5,Rb1 Ge1 I3,5.91458197,5.91458197,5.91458197,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.057070348,-1.021950394,0.013385509,False,4.324357746,0.554,True,206.9055618,18.094,10.168
mp-7482,RbHgF3,5,Rb1 Hg1 F3,4.54921913,4.54921913,4.54921913,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.636118128,-2.231189525,0.0,True,6.050618362,0.6454,False,94.14788544,50.69,14.872
mp-975296,RbHoO3,5,Rb1 Ho1 O3,4.497734,4.497734,4.497734,90.0,90.0,90.0,cubic,Pm-3m,1.9993839,-6.384995896,-2.300576585,0.251479938,False,5.445794619,0.0,False,90.98740981,66.13,7.311
mp-975299,RbInO3,5,Rb1 In1 O3,4.354854,4.354854,4.354854,90.0,90.0,90.0,cubic,Pm-3m,1.999988,-4.96813082,-1.251412654,0.293220448,False,4.992028228,0.0,False,82.58873203,74.482,11.05
mp-975284,RbIrO3,5,Rb1 Ir1 O3,4.009203,4.009203,4.009203,90.0,90.0,90.0,cubic,Pm-3m,1.2001501,-6.137988264,-1.205418011,0.044315119,False,8.39208835,0.0,False,64.44276112,141.653,78.796
mp-8402,RbMgF3,5,Rb1 Mg1 F3,4.056934,4.056934,4.056934,90.0,90.0,90.0,cubic,Pm-3m,0.0,-5.17835363,-3.509265432,0.0,True,4.147324483,6.9384,False,66.77191431,66.107,41.94
mp-3283,RbNbO3,20,Rb1 Nb1 O3,5.145686136,8.4724441,8.991564092,114.2100765,93.50123908,94.76049878,tri,P-1,0.0,-8.024195444,-2.839051019,0.0,True,4.243448232,3.3093,False,354.3346449,40.207,18.604
mp-756063,RbNbO3,20,Rb1 Nb1 O3,6.526222077,6.526222077,8.332043643,86.59608804,86.59608804,82.93079755,mono,C2/m,0.0002853,-7.999876077,-2.814731651,0.024319368,False,4.28290921,2.8197,False,351.06995,62.925,17.347
mp-975288,RbNpO3,5,Rb1 Np1 O3,4.305523938,4.305542684,4.304774406,90.28442337,90.28837595,89.67589711,cubic,Pm-3m,2.0,-8.831984582,-3.077545228,0.012339059,False,7.709227978,0.0,False,79.79700012,133.382,69.83
mp-1040467,RbOsO3,5,Rb1 Os1 O3,3.974097,3.974097,3.974097,90.0,90.0,90.0,cubic,Pm-3m,0.0017219,-6.930602086,-1.520245183,0.090559169,False,8.563889218,0.0,False,62.7646902,197.673,104.983
mp-548658,RbPO3,10,Rb1 P1 O3,7.348147027,7.348147027,4.862531,90.0,90.0,131.1772254,ortho,Cmcm,0.0017223,-6.877258203,-2.62928008,0.051780502,False,2.763499679,4.5235,True,197.6180066,23.454,14.52
mp-556953,RbPS3,10,Rb1 P1 S3,7.024475613,7.257306805,7.257306958,72.93797437,61.0557326,61.05572351,ortho,Immm,0.0,-4.741105192,-0.978887932,0.0,True,2.50004079,1.8376,False,282.4684458,8.701,3.385
mp-9060,RbPdF3,5,Rb1 Pd1 F3,4.345685,4.345685,4.345685,90.0,90.0,90.0,cubic,Pm-3m,7.18e-05,-4.498189628,-2.119219071,0.043470065,False,5.035813275,0.0,False,82.06816614,67.565,22.825
mp-975255,RbPdO3,5,Rb1 Pd1 O3,4.128309,4.128309,4.128309,90.0,90.0,90.0,cubic,Pm-3m,2.185399,-4.974970446,-0.774110666,0.155602799,False,5.661576907,0.0,False,70.35850277,95.483,47.559
mp-975216,RbReO3,5,Rb1 Re1 O3,3.984062,3.984062,3.984062,90.0,90.0,90.0,cubic,Pm-3m,0.0002484,-7.627734916,-1.973228657,0.14681071,False,8.394151231,0.0,False,63.23802019,195.873,126.82
mp-975208,RbRuO3,5,Rb1 Ru1 O3,3.978586,3.978586,3.978586,90.0,90.0,90.0,cubic,Pm-3m,0.0416099,-6.45818619,-1.438422265,0.199182718,False,6.184041013,0.0,False,62.97762089,155.247,85.574
mp-975206,RbSbO3,5,Rb1 Sb1 O3,4.09054,4.09054,4.09054,90.0,90.0,90.0,cubic,Pm-3m,5.4e-05,-5.789894704,-1.799211039,0.096659122,False,6.192016145,0.0,False,68.4450321,117.294,105.897
mp-980058,RbTbO3,5,Rb1 Tb1 O3,4.535039,4.535039,4.535039,90.0,90.0,90.0,cubic,Pm-3m,1.9998475,-6.363580492,-2.27112435,0.258242988,False,5.20559695,0.0,False,93.27023664,60.84,12.55
mp-975190,RbTeO3,5,Rb1 Te1 O3,4.172344,4.172344,4.172344,90.0,90.0,90.0,cubic,Pm-3m,0.0003029,-5.36641869,-1.572874094,0.142506814,False,5.968416044,0.0,False,72.63406049,122.161,88.194
mp-569807,RbTiBr3,10,Rb1 Ti1 Br3,7.502893943,7.516679307,6.457902759,89.80906724,90.01490505,119.9339419,hex_,P6_3/mmc,4.0000002,-4.444833229,-1.68746009,0.004297471,False,3.925362135,0.0,False,315.6186685,-3081715.294,150067.914
mp-981550,RbTmO3,5,Rb1 Tm1 O3,4.455645,4.455645,4.455645,90.0,90.0,90.0,cubic,Pm-3m,1.9995024,-6.401446674,-2.340062961,0.243250292,False,5.676745724,0.0,False,88.45690593,74.212,8.738
mp-974581,ReBiO3,5,Re1 Bi1 O3,4.023439,4.023439,4.023439,90.0,90.0,90.0,cubic,Pm-3m,0.0322649,-7.447180904,-1.210774598,0.504280095,False,11.29906415,0.0,False,65.13167752,203.021,-9.864
mp-573051,ReO3F,30,Re1 O3 F1,6.08501428,6.809656732,10.47486922,89.74707039,90.0,90.0,mono,P2/c,0.0,-8.027162764,-2.186467526,0.0,True,5.812179655,3.009,False,434.0414439,6.734,6.173
mp-974511,ReSbO3,5,Re1 Sb1 O3,3.990574,3.990574,3.990574,90.0,90.0,90.0,cubic,Pm-3m,0.0113814,-7.417569644,-1.133369952,0.604047279,False,9.301447388,0.0,False,63.54861736,206.425,-6.952
mp-973269,SbTeO3,5,Sb1 Te1 O3,4.17312,4.17312,4.17312,90.0,90.0,90.0,cubic,Pm-3m,0.0143964,-5.277056896,-0.853818866,0.702754502,False,6.794326249,0.0,False,72.67459491,125.028,40.829
mp-4079,Sc3AlC,5,Sc3 Al1 C1,4.5094935,4.5094935,4.5094935,90.0,90.0,90.0,cubic,Pm-3m,1.03e-05,-6.988557656,-0.594227929,0.0,True,3.148222464,0.0,False,91.70294769,100.358,84.205
mp-10133,Sc3BPb,5,Sc3 B1 Pb1,4.67792943,4.67792943,4.67792943,90.0,90.0,90.0,cubic,Pm-3m,1.7e-06,-20.17887638,-0.613486306,0.0,True,5.724184047,0.0,False,102.3672408,79.042,65.681
mp-31055,Sc3InN,5,Sc3 In1 N1,4.46445515,4.46445824,4.46445824,90.0,90.0,90.0,cubic,Pm-3m,4.89e-05,-7.209011366,-1.190039605,0.0,True,4.920857348,0.0,False,88.98278502,96.711,74.295
mp-10139,Sc3SnB,5,Sc3 Sn1 B1,4.65396808,4.65396808,4.65396808,90.0,90.0,90.0,cubic,Pm-3m,2.33e-05,-13.93355568,-0.675955673,0.0,True,4.355337806,0.0,False,100.8022441,83.179,68.655
mp-10140,Sc3TlB,5,Sc3 Tl1 B1,4.690238,4.690238,4.690238,90.0,90.0,90.0,cubic,Pm-3m,0.0002718,-19.36260445,-0.418380285,0.03394774,False,5.633904343,0.0,False,103.177415,76.574,54.498
mp-4230,Sc3TlC,5,Sc3 Tl1 C1,4.54420828,4.54420828,4.54420828,90.0,90.0,90.0,cubic,Pm-3m,7.4e-06,-6.73937792,-0.619868935,0.0,True,6.215917687,0.0,False,93.83712343,97.309,81.849
mp-4471,ScAlO3,20,Sc1 Al1 O3,4.97364,5.264203,7.297695,90.0,90.0,90.0,ortho,Pnma,0.0002334,-8.654007197,-3.669621607,0.028020217,False,4.169314923,4.5919,False,191.0700794,205.767,116.509
mp-973156,ScAsO3,5,Sc1 As1 O3,3.942009,3.942009,3.942009,90.0,90.0,90.0,cubic,Pm-3m,0.0525248,-6.919006668,-1.749711738,1.047828888,False,4.55076208,0.0,False,61.25659245,135.67,45.595
mp-10113,ScBIr3,5,Sc1 B1 Ir3,4.12710079,4.12710079,4.12710079,90.0,90.0,90.0,cubic,Pm-3m,3.94e-05,-8.564768664,-0.659335981,0.0,True,14.93887984,0.0,False,70.29674651,242.814,121.824
mp-1017631,ScBPd3,5,Sc1 B1 Pd3,4.234957,4.234957,4.234957,90.0,90.0,90.0,cubic,Pm-3m,4.64e-05,-18.08364943,-0.558408953,0.156873191,False,8.199068527,0.0,False,75.95336425,153.391,20.837
mp-1018627,ScBPt3,5,Sc1 B1 Pt3,4.262156,4.262156,4.262156,90.0,90.0,90.0,cubic,Pm-3m,5.32e-05,-6.881144814,-0.636092647,0.19588053,False,13.74775918,0.0,False,77.42621409,187.164,0.718
mp-569875,ScBRh3,5,Sc1 B1 Rh3,4.09667077,4.09667077,4.09667077,90.0,90.0,90.0,cubic,Pm-3m,0.0250306,-7.774343224,-0.753386327,0.0,True,8.803060283,0.0,False,68.75324322,195.322,96.283
mp-550008,ScBiO3,5,Sc1 Bi1 O3,4.075793,4.075793,4.075793,90.0,90.0,90.0,cubic,Pm-3m,0.0003599,-7.461491168,-2.448213882,0.357016046,False,7.405007405,0.6897,False,67.70743435,148.262,71.889
mp-10270,ScCo3C,5,Sc1 Co3 C1,3.78085852,3.78097813,3.78097813,90.0,90.0,90.0,cubic,Pm-3m,4.9e-06,-7.671762876,-0.279485925,0.0,True,7.181779254,0.0,False,54.05038067,208.929,96.179
mp-973068,ScCuO3,5,Sc1 Cu1 O3,3.728893,3.728893,3.728893,90.0,90.0,90.0,cubic,Pm-3m,0.0347615,-6.892613322,-1.837501564,0.572803505,False,5.012149144,0.0,False,51.84892597,186.205,68.294
mp-1018635,ScPd3C,5,Sc1 Pd3 C1,4.21238,4.21238,4.21238,90.0,90.0,90.0,cubic,Pm-3m,0.0001294,-6.405410242,-0.185254236,0.499212708,False,8.358262044,0.0,False,74.74508263,166.014,27.529
mp-973123,ScPdO3,5,Sc1 Pd1 O3,4.078754,4.078754,4.078754,90.0,90.0,90.0,cubic,Pm-3m,2.9942532,-6.811770678,-1.540523892,0.82006573,False,4.879050637,0.0,False,67.85510676,118.718,23.645
mp-1018628,ScPt3C,5,Sc1 Pt3 C1,4.247042,4.247042,4.247042,90.0,90.0,90.0,cubic,Pm-3m,0.003982,-6.93287909,-0.177972178,0.654000998,False,13.92106039,0.0,False,76.60544991,197.069,-19.081
mp-10712,ScRh3C,5,Sc1 Rh3 C1,4.07473446,4.07473446,4.07473446,90.0,90.0,90.0,cubic,Pm-3m,1.6e-06,-8.02562332,-0.494811678,0.0,True,8.975446555,0.0,False,67.65469436,213.993,88.558
mp-7130,ScRu3C,5,Sc1 Ru3 C1,4.06130662,4.06130662,4.06130662,90.0,90.0,90.0,cubic,Pm-3m,7.28e-05,-8.953600442,-0.276731999,0.0,True,8.928269047,0.0,False,66.9880502,236.198,139.147
mp-981376,ScSnO3,5,Sc1 Sn1 O3,4.10743,4.10743,4.10743,90.0,90.0,90.0,cubic,Pm-3m,0.9385749,-7.307863332,-2.270678537,0.6724759,False,5.072076719,0.0,False,69.29637433,112.688,44.097
mp-7276,ScUS3,10,Sc1 U1 S3,3.75350386,6.400398772,9.22203523,90.0001007,90.0,107.0510791,ortho,Cmcm,5.7428999,-25.15981213,-2.070707882,0.0,True,5.945328807,0.0,False,211.8109622,79.572,39.135
mp-972822,SiBO3,5,Si1 B1 O3,3.336259,3.336259,3.336259,90.0,90.0,90.0,cubic,Pm-3m,0.0001585,-6.378583398,-0.988864835,1.919687921,False,3.885644915,0.0,False,37.13464488,232.445,24.58
mp-972839,SiBO3,5,Si1 B1 O3,3.502656,3.502656,3.502656,90.0,90.0,90.0,cubic,Pm-3m,0.0613221,-6.38929876,-0.999580197,1.908972559,False,3.357762118,0.0,False,42.97268209,203.008,53.644
mp-972827,SiBiO3,5,Si1 Bi1 O3,3.798666,3.798666,3.798666,90.0,90.0,90.0,cubic,Pm-3m,0.0005132,-6.652173252,-1.820326181,0.722310424,False,8.635714894,0.0,False,54.8142314,130.571,76.857
mp-1016874,SiHgO3,5,Si1 Hg1 O3,3.664827,3.664827,3.664827,90.0,90.0,90.0,cubic,Pm-3m,0.0012399,-5.83582336,-1.720048744,0.497673056,False,9.333758081,0.0,False,49.22213363,221.487,68.309
mp-978489,SiPbO3,5,Si1 Pb1 O3,3.748178,3.748178,3.748178,90.0,90.0,90.0,cubic,Pm-3m,0.0006146,-6.968344168,-2.171974545,0.423951939,False,8.933261804,1.1848,False,52.65754672,199.931,116.389
mp-978490,SiPdO3,5,Si1 Pd1 O3,3.598276,3.598276,3.598276,90.0,90.0,90.0,cubic,Pm-3m,1.9946826,-6.653262066,-1.563445495,0.716183873,False,6.504851023,0.0,False,46.58900297,232.071,87.065
mp-978493,SiSnO3,5,Si1 Sn1 O3,3.712219,3.712219,3.712219,90.0,90.0,90.0,cubic,Pm-3m,0.0001705,-6.981687404,-2.125932824,0.489646943,False,6.323000798,0.7594,False,51.15649343,203.42,116.859
mp-10674,Sm3AlN,5,Sm3 Al1 N1,5.468393,5.468393,5.468393,90.0,90.0,90.0,cubic,Pm-3m,0.0045684,-20.01012816,1.001796234,1.970402622,False,4.996838062,0.0,False,163.5231167,34.496,10.871
mp-10602,Sm3GaC,5,Sm3 Ga1 C1,5.00216,5.00216,5.00216,90.0,90.0,90.0,cubic,Pm-3m,8e-07,-5.59850173,-0.315997746,0.022991253,False,7.068898462,0.0,False,125.16207,67.541,48.714
mp-10606,Sm3TlC,5,Sm3 Tl1 C1,5.04207852,5.04207852,5.04207852,90.0,90.0,90.0,cubic,Pm-3m,6.5e-06,-5.489774876,-0.338595673,0.0,True,8.646784531,0.0,False,128.1825225,66.659,49.981
